"specification_id","adjustment_id","construction_id","fixed_effect","instrument","tested_covariates","n_tested_covariates","joint_f","joint_p","n","status","reason","construct_id","treatment","analysis_id","analysis_scope","domain","margin","source_side","paper_role","label"
"state_expanded__nonzero_mean_hindi_urdu_separate",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__state_expanded__nonzero_mean_hindi_urdu_separate","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__glottolog_mean",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__state_expanded__glottolog_mean","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__glottolog_mean_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__state_expanded__glottolog_mean_shastry","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__dyen_noncognate",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__state_expanded__dyen_noncognate","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"state_expanded__dyen_noncognate_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__state_expanded__dyen_noncognate_shastry","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe","region_fe","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",13,10.2958153451939,2.10900670688232e-19,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe","state_fe","nonzero_mean","state","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",13,4.1572077324825,1.47462048197799e-06,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__census_controls","census_controls","nonzero_mean","none","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,1.73485440070234,0.140947738178938,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__census_controls","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__expanded_controls",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__expanded_controls","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_main_without_human_capital","region_fe_main_without_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,12.6846104058889,1.27772685290748e-11,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_main_without_human_capital","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_main_without_human_capital","state_fe_main_without_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,1.381936269152,0.229597707686753,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_main_without_human_capital","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_expanded_without_human_capital","region_fe_expanded_without_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001",2,8.8765747328295,0.000162810852343801,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_expanded_without_human_capital","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_expanded_without_human_capital","state_fe_expanded_without_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001",2,2.19663102923054,0.112302851668937,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_expanded_without_human_capital","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_basic_scale_geography","region_fe_plus_basic_scale_geography","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,10.889394118027,7.49445839249956e-17,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_plus_basic_scale_geography","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_social_composition","region_fe_plus_social_composition","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,11.9052322952849,4.51609145712419e-14,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_plus_social_composition","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_human_capital","region_fe_plus_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","dependency_ratio_2001;electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,8.03124793539957,2.67534844369193e-07,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_plus_human_capital","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_demography","region_fe_plus_demography","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,9.62481967536559,1.66550877767593e-07,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_plus_demography","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__region_fe_plus_economic_structure","region_fe_plus_economic_structure","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001",1,1.9243528633483,0.165994382264385,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__region_fe_plus_economic_structure","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_basic_scale_geography","state_fe_plus_basic_scale_geography","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,3.89627100046085,4.17463993317448e-05,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_plus_basic_scale_geography","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_social_composition","state_fe_plus_social_composition","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,1.58578282378744,0.137296118938392,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_plus_social_composition","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_human_capital","state_fe_plus_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","dependency_ratio_2001;electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,1.94829552544902,0.0850351065759807,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_plus_human_capital","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_demography","state_fe_plus_demography","nonzero_mean","state","ling_distance_nonzero_mean","electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,2.04627149997943,0.086842807443197,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_plus_demography","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
"absorption__state_fe_plus_economic_structure","state_fe_plus_economic_structure","nonzero_mean","state","ling_distance_nonzero_mean","electricity_access_share_2001",1,1.63513154374843,0.20161783271058,520,"estimated",NA,"emi_total_0708","dise_emi_enrollment_share_total_0708","dise_weak_iv__emi_total_0708__absorption__state_fe_plus_economic_structure","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
